Equipment Name,Type,Flowrate,Pressure,Temperature
Distillation Column-547,Distillation Column,308.54,41.66,90.25
Compressor-548,Compressor,886.24,178.51,485.92
Pump-549,Pump,813.3,45.5,37.83
Valve-550,Valve,27.89,47.95,284.26
Heat Exchanger-551,Heat Exchanger,133.16,144.31,34.12
Distillation Column-552,Distillation Column,99.41,45.93,47.58
Compressor-553,Compressor,567.97,41.86,142.75
Heat Exchanger-554,Heat Exchanger,21.58,24.95,169.39
Heat Exchanger-555,Heat Exchanger,178.74,35.04,431.35
Compressor-556,Compressor,194.38,187.18,450.22
Valve-557,Valve,254.51,26.88,48.0
Valve-558,Valve,558.28,178.91,297.05
Heat Exchanger-559,Heat Exchanger,842.38,184.41,392.38
Distillation Column-560,Distillation Column,655.24,195.47,285.7
Storage Tank-561,Storage Tank,484.95,27.88,474.4
Compressor-562,Compressor,522.75,40.85,269.17
Valve-563,Valve,616.11,7.63,194.38
Pump-564,Pump,246.03,140.18,247.26
Heat Exchanger-565,Heat Exchanger,338.02,53.38,484.02
Pump-566,Pump,505.07,58.1,56.41
Distillation Column-567,Distillation Column,823.74,95.79,60.85
Compressor-568,Compressor,106.96,164.4,233.43
Reactor-569,Reactor,772.42,82.41,389.22
Heat Exchanger-570,Heat Exchanger,519.11,74.57,487.36
Reactor-571,Reactor,452.81,37.9,76.56
Storage Tank-572,Storage Tank,880.12,94.4,277.87
Reactor-573,Reactor,784.34,181.16,57.96
Compressor-574,Compressor,35.68,167.75,422.06
Compressor-575,Compressor,369.54,79.19,324.06
Pump-576,Pump,536.57,105.28,417.68
Storage Tank-577,Storage Tank,999.63,48.07,227.91
Distillation Column-578,Distillation Column,847.85,8.7,198.78
Heat Exchanger-579,Heat Exchanger,806.62,124.28,276.78
Heat Exchanger-580,Heat Exchanger,245.36,90.2,450.58
Heat Exchanger-581,Heat Exchanger,752.38,191.89,291.72
Valve-582,Valve,696.74,59.54,39.18
Storage Tank-583,Storage Tank,909.41,154.86,348.61
Pump-584,Pump,924.85,173.57,287.22
Valve-585,Valve,971.69,155.71,56.58
Heat Exchanger-586,Heat Exchanger,564.53,124.52,116.51
Distillation Column-587,Distillation Column,263.46,131.03,274.16
Compressor-588,Compressor,197.83,66.21,311.8
Valve-589,Valve,722.59,195.84,488.95
Compressor-590,Compressor,733.26,27.92,169.8
Storage Tank-591,Storage Tank,868.8,177.44,59.99
Pump-592,Pump,762.49,71.98,22.61
Valve-593,Valve,479.05,73.39,400.61
Valve-594,Valve,935.01,37.48,44.87
Pump-595,Pump,580.07,161.69,421.45
Pump-596,Pump,703.06,30.45,483.85
Pump-597,Pump,755.47,141.63,239.36
Reactor-598,Reactor,745.9,195.51,46.02
Valve-599,Valve,757.89,35.89,200.84
Heat Exchanger-600,Heat Exchanger,941.46,113.31,387.19
Valve-601,Valve,862.99,183.36,39.06
Storage Tank-602,Storage Tank,213.99,67.55,386.13
Distillation Column-603,Distillation Column,337.44,165.86,211.8
Storage Tank-604,Storage Tank,559.28,57.06,26.98
Distillation Column-605,Distillation Column,759.33,104.91,389.52
Compressor-606,Compressor,641.18,122.97,54.65
Compressor-607,Compressor,444.77,121.96,486.39
Heat Exchanger-608,Heat Exchanger,636.13,64.32,33.54
Heat Exchanger-609,Heat Exchanger,25.68,198.18,396.38
Valve-610,Valve,720.05,144.25,440.01
Reactor-611,Reactor,596.48,50.5,355.8
Heat Exchanger-612,Heat Exchanger,993.59,127.49,140.19
Storage Tank-613,Storage Tank,385.78,56.85,108.45
Heat Exchanger-614,Heat Exchanger,404.67,145.66,134.12
Valve-615,Valve,653.7,186.6,171.55
Heat Exchanger-616,Heat Exchanger,446.52,46.11,228.02
Compressor-617,Compressor,154.12,103.81,188.48
Pump-618,Pump,998.11,39.34,121.87
Distillation Column-619,Distillation Column,116.64,197.3,388.16
Compressor-620,Compressor,999.33,67.05,413.32
Valve-621,Valve,286.57,44.63,128.08
Heat Exchanger-622,Heat Exchanger,748.51,61.79,354.95
Reactor-623,Reactor,495.08,58.8,450.76
Reactor-624,Reactor,923.02,160.88,69.25
Compressor-625,Compressor,807.26,123.63,242.75
Distillation Column-626,Distillation Column,525.47,65.3,217.51
Valve-627,Valve,32.24,165.57,125.09
Distillation Column-628,Distillation Column,576.16,92.28,88.64
Valve-629,Valve,284.85,182.39,25.45
Reactor-630,Reactor,12.74,185.09,65.48
Storage Tank-631,Storage Tank,818.93,122.08,47.38
Compressor-632,Compressor,393.6,114.95,455.79
Pump-633,Pump,652.27,5.6,278.3
Reactor-634,Reactor,756.77,18.08,439.71
Heat Exchanger-635,Heat Exchanger,979.82,12.63,198.11
Compressor-636,Compressor,106.99,100.27,188.06
Reactor-637,Reactor,759.89,187.09,417.62
Distillation Column-638,Distillation Column,172.08,19.6,29.26
Valve-639,Valve,236.73,59.51,420.99
Valve-640,Valve,798.34,146.94,123.34
Reactor-641,Reactor,906.0,5.91,59.99
Valve-642,Valve,185.03,159.52,130.68
Valve-643,Valve,518.4,47.47,259.82
Pump-644,Pump,616.34,91.5,396.81
Pump-645,Pump,450.29,12.51,452.96
Pump-646,Pump,762.79,156.11,242.03
Valve-647,Valve,142.79,175.1,452.27
Distillation Column-648,Distillation Column,980.27,33.25,448.11
Valve-649,Valve,416.06,159.92,151.52
Heat Exchanger-650,Heat Exchanger,965.21,83.49,77.72
Storage Tank-651,Storage Tank,799.69,10.77,220.44
Valve-652,Valve,285.01,177.68,313.81
Distillation Column-653,Distillation Column,24.15,21.25,406.87
Reactor-654,Reactor,262.21,103.69,232.1
Compressor-655,Compressor,325.96,91.97,417.38
Storage Tank-656,Storage Tank,92.86,9.57,223.9
Compressor-657,Compressor,469.9,98.77,384.06
Storage Tank-658,Storage Tank,100.18,113.69,25.94
Distillation Column-659,Distillation Column,733.22,159.29,422.64
Heat Exchanger-660,Heat Exchanger,32.46,34.57,253.17
Distillation Column-661,Distillation Column,610.0,105.34,498.69
Valve-662,Valve,630.19,76.79,403.75
Pump-663,Pump,85.51,149.61,132.88
Storage Tank-664,Storage Tank,427.23,20.8,107.18
Distillation Column-665,Distillation Column,642.06,84.82,319.29
Distillation Column-666,Distillation Column,428.65,188.3,137.77
Distillation Column-667,Distillation Column,700.19,163.08,409.55
Reactor-668,Reactor,176.83,1.61,55.14
Storage Tank-669,Storage Tank,741.32,79.12,233.1
Reactor-670,Reactor,509.8,63.85,141.78
Heat Exchanger-671,Heat Exchanger,57.35,78.8,180.35
Heat Exchanger-672,Heat Exchanger,557.32,115.96,151.1
Valve-673,Valve,422.08,48.72,433.48
Distillation Column-674,Distillation Column,740.54,27.51,165.57
Valve-675,Valve,170.67,106.22,498.3
Compressor-676,Compressor,872.59,33.51,447.03
Storage Tank-677,Storage Tank,647.16,116.27,115.32
Storage Tank-678,Storage Tank,464.39,11.12,224.18
Pump-679,Pump,358.22,48.85,225.25
Pump-680,Pump,24.66,42.99,149.99
Storage Tank-681,Storage Tank,781.88,73.51,95.34
Storage Tank-682,Storage Tank,715.48,142.65,216.87
Distillation Column-683,Distillation Column,619.42,93.32,325.47
Pump-684,Pump,282.65,39.43,416.09
Compressor-685,Compressor,916.93,73.84,477.45
Compressor-686,Compressor,74.32,99.28,463.27
Heat Exchanger-687,Heat Exchanger,265.23,36.4,394.49
Reactor-688,Reactor,60.52,39.84,414.09
Heat Exchanger-689,Heat Exchanger,980.3,39.13,51.88
Storage Tank-690,Storage Tank,588.0,46.7,101.55
Reactor-691,Reactor,850.42,139.02,262.06
Reactor-692,Reactor,586.79,47.3,150.08
Distillation Column-693,Distillation Column,344.1,24.13,227.26
Compressor-694,Compressor,327.64,118.77,200.16
Pump-695,Pump,347.77,106.2,422.97
Valve-696,Valve,550.27,111.22,281.54
Pump-697,Pump,717.13,145.88,450.01
Heat Exchanger-698,Heat Exchanger,630.52,99.92,446.65
Distillation Column-699,Distillation Column,430.93,186.2,416.97
Reactor-700,Reactor,997.39,8.82,427.51
Pump-701,Pump,861.88,27.03,44.73
Compressor-702,Compressor,208.28,145.53,203.16
Reactor-703,Reactor,816.28,29.79,182.88
Heat Exchanger-704,Heat Exchanger,625.05,151.01,84.75
Storage Tank-705,Storage Tank,611.93,140.27,342.11
Heat Exchanger-706,Heat Exchanger,986.15,184.64,213.25
Distillation Column-707,Distillation Column,786.18,24.55,395.4
Pump-708,Pump,648.49,23.98,155.49
Compressor-709,Compressor,578.69,165.46,200.43
Compressor-710,Compressor,886.99,16.98,440.25
Pump-711,Pump,482.72,85.87,349.56
Heat Exchanger-712,Heat Exchanger,359.96,108.87,347.95
Pump-713,Pump,175.71,75.42,271.31
Reactor-714,Reactor,470.78,160.92,55.72
Storage Tank-715,Storage Tank,307.52,175.17,52.16
Valve-716,Valve,659.81,86.35,165.95
Heat Exchanger-717,Heat Exchanger,832.16,88.55,276.96
Reactor-718,Reactor,978.57,89.26,33.71
Storage Tank-719,Storage Tank,384.0,46.38,316.21
Compressor-720,Compressor,563.15,180.05,292.64
Reactor-721,Reactor,701.21,72.84,279.45
Pump-722,Pump,551.96,75.99,337.73
Heat Exchanger-723,Heat Exchanger,766.0,115.77,357.93
Pump-724,Pump,505.47,164.47,245.92
Pump-725,Pump,679.71,88.16,475.94
Storage Tank-726,Storage Tank,934.98,36.69,273.43
Compressor-727,Compressor,774.29,128.11,55.07
Valve-728,Valve,963.26,132.01,218.68
Heat Exchanger-729,Heat Exchanger,872.19,145.99,114.13
Distillation Column-730,Distillation Column,957.08,21.91,374.58
Reactor-731,Reactor,623.45,135.44,195.64
Valve-732,Valve,860.19,63.39,482.64
Distillation Column-733,Distillation Column,922.79,29.06,355.63
Heat Exchanger-734,Heat Exchanger,88.26,21.24,112.18
Reactor-735,Reactor,394.6,70.75,313.65
Distillation Column-736,Distillation Column,447.56,89.89,196.55
Storage Tank-737,Storage Tank,363.69,191.62,250.83
Compressor-738,Compressor,172.99,69.96,336.94
Compressor-739,Compressor,222.74,15.23,366.19
Reactor-740,Reactor,558.29,156.39,125.12
Pump-741,Pump,677.72,78.68,220.07
Distillation Column-742,Distillation Column,640.0,100.38,77.52
Storage Tank-743,Storage Tank,160.44,44.72,440.65
Reactor-744,Reactor,913.5,124.54,380.44
Reactor-745,Reactor,363.41,197.98,312.51
Storage Tank-746,Storage Tank,216.2,187.13,415.91
Compressor-747,Compressor,829.77,102.42,115.23
Compressor-748,Compressor,694.45,90.01,167.48
Pump-749,Pump,222.37,20.07,262.15
Compressor-750,Compressor,646.56,14.76,281.0
Reactor-751,Reactor,53.77,30.01,224.72
Storage Tank-752,Storage Tank,432.52,85.82,272.14
Heat Exchanger-753,Heat Exchanger,391.73,194.79,330.22
Storage Tank-754,Storage Tank,789.71,71.55,315.23
Storage Tank-755,Storage Tank,819.94,81.51,377.21
Reactor-756,Reactor,166.36,12.43,47.81
Reactor-757,Reactor,200.67,53.56,396.62
Valve-758,Valve,440.6,130.84,424.85
Reactor-759,Reactor,185.57,70.07,193.7
Reactor-760,Reactor,790.89,13.74,407.87
Distillation Column-761,Distillation Column,831.26,38.66,397.85
Distillation Column-762,Distillation Column,712.63,11.21,455.62
Compressor-763,Compressor,175.38,168.41,132.21
Storage Tank-764,Storage Tank,79.13,84.8,148.43
Valve-765,Valve,589.41,17.67,169.43
Distillation Column-766,Distillation Column,482.7,69.35,265.79
Storage Tank-767,Storage Tank,591.52,88.41,285.68
Pump-768,Pump,561.29,8.1,188.87
Storage Tank-769,Storage Tank,4.58,169.38,464.19
Pump-770,Pump,107.77,154.01,104.95
Pump-771,Pump,316.36,66.38,201.5
Pump-772,Pump,6.72,126.63,142.15
Compressor-773,Compressor,439.12,165.15,36.78
Heat Exchanger-774,Heat Exchanger,566.82,193.75,455.99
Distillation Column-775,Distillation Column,933.75,41.02,431.55
Compressor-776,Compressor,745.56,194.25,88.3
Heat Exchanger-777,Heat Exchanger,353.86,86.89,489.83
Pump-778,Pump,261.48,110.04,477.0
Heat Exchanger-779,Heat Exchanger,223.84,34.92,23.14
Storage Tank-780,Storage Tank,334.8,154.88,398.86
Pump-781,Pump,82.29,10.35,267.5
Valve-782,Valve,284.46,44.71,230.88
Compressor-783,Compressor,32.69,185.4,470.35
Reactor-784,Reactor,512.07,140.65,132.98
Valve-785,Valve,318.52,181.98,169.12
Distillation Column-786,Distillation Column,554.38,179.43,278.8
Valve-787,Valve,220.42,134.99,428.71
Compressor-788,Compressor,479.87,152.01,283.52
Valve-789,Valve,555.16,103.09,430.57
Pump-790,Pump,362.07,125.8,210.06
Reactor-791,Reactor,414.92,157.84,369.46
Valve-792,Valve,712.69,161.6,415.19
Pump-793,Pump,948.24,57.04,213.57
Pump-794,Pump,925.54,53.35,282.45
Reactor-795,Reactor,310.33,62.74,265.08
Heat Exchanger-796,Heat Exchanger,883.18,14.45,57.23
Distillation Column-797,Distillation Column,556.26,130.17,308.73
Pump-798,Pump,540.49,100.89,186.98
Distillation Column-799,Distillation Column,905.58,42.0,398.9
Storage Tank-800,Storage Tank,696.87,147.35,370.13
Distillation Column-801,Distillation Column,987.54,95.89,218.16
Pump-802,Pump,2.53,36.8,121.81
Valve-803,Valve,501.45,93.4,303.31
Compressor-804,Compressor,917.69,88.28,51.7
Reactor-805,Reactor,16.81,179.58,34.03
Pump-806,Pump,665.2,91.06,93.7
Reactor-807,Reactor,761.43,73.09,474.14
Heat Exchanger-808,Heat Exchanger,608.78,189.53,257.52
Pump-809,Pump,627.83,31.53,461.99
Distillation Column-810,Distillation Column,793.22,146.82,75.85
Valve-811,Valve,646.43,63.81,425.36
Compressor-812,Compressor,957.14,147.46,63.48
Pump-813,Pump,201.05,34.87,263.57
Storage Tank-814,Storage Tank,530.05,162.12,248.95
Reactor-815,Reactor,667.99,51.51,484.28
Compressor-816,Compressor,370.02,178.57,109.08
Heat Exchanger-817,Heat Exchanger,203.24,140.18,302.46
Valve-818,Valve,551.22,158.26,363.76
Pump-819,Pump,764.34,56.38,441.23
Compressor-820,Compressor,79.1,131.56,322.85
Valve-821,Valve,776.43,27.45,37.5
Storage Tank-822,Storage Tank,827.51,150.22,111.44
Reactor-823,Reactor,439.14,156.66,479.31
Heat Exchanger-824,Heat Exchanger,436.32,126.57,320.89
Reactor-825,Reactor,825.29,114.12,230.99
Valve-826,Valve,33.33,168.08,156.78
Pump-827,Pump,797.04,141.03,145.63
Valve-828,Valve,353.86,27.8,265.73
Distillation Column-829,Distillation Column,544.78,99.46,179.98
Reactor-830,Reactor,111.08,65.12,461.89
Compressor-831,Compressor,186.38,142.46,205.6
Valve-832,Valve,300.12,18.68,92.36
Pump-833,Pump,408.47,138.94,64.12
Pump-834,Pump,256.82,90.83,384.09
Reactor-835,Reactor,74.62,190.84,80.24
Pump-836,Pump,977.24,80.59,88.05
Pump-837,Pump,822.03,115.79,45.28
Pump-838,Pump,590.91,134.75,310.35
Distillation Column-839,Distillation Column,519.28,69.3,131.45
Compressor-840,Compressor,440.64,149.43,356.48
Heat Exchanger-841,Heat Exchanger,510.03,140.53,186.91
Compressor-842,Compressor,157.82,125.07,143.64
Distillation Column-843,Distillation Column,113.57,182.85,488.58
Pump-844,Pump,325.02,70.77,196.85
Compressor-845,Compressor,9.39,182.89,358.06
Heat Exchanger-846,Heat Exchanger,606.05,19.32,149.19
Reactor-847,Reactor,610.87,68.06,252.97
Heat Exchanger-848,Heat Exchanger,846.55,133.67,52.33
Compressor-849,Compressor,581.28,149.6,77.48
Heat Exchanger-850,Heat Exchanger,775.44,190.22,39.33
Valve-851,Valve,734.73,77.63,193.5
Storage Tank-852,Storage Tank,943.59,113.03,419.13
Compressor-853,Compressor,968.36,143.75,140.76
Pump-854,Pump,348.86,57.43,104.23
Valve-855,Valve,117.63,60.9,388.7
Valve-856,Valve,933.29,1.68,163.16
Reactor-857,Reactor,776.81,40.76,212.07
Valve-858,Valve,958.88,97.1,139.51
Storage Tank-859,Storage Tank,239.14,195.36,68.75
Storage Tank-860,Storage Tank,296.22,95.48,246.32
Reactor-861,Reactor,855.64,171.18,317.4
Storage Tank-862,Storage Tank,699.5,72.47,447.91
Reactor-863,Reactor,109.0,197.26,313.43
Heat Exchanger-864,Heat Exchanger,276.02,93.33,124.16
Pump-865,Pump,528.75,66.26,277.1
Valve-866,Valve,693.1,171.7,216.43
Pump-867,Pump,120.82,100.98,385.47
Storage Tank-868,Storage Tank,318.22,169.62,161.83
Pump-869,Pump,538.79,1.24,455.63
Pump-870,Pump,343.01,195.28,198.58
Compressor-871,Compressor,608.6,77.75,139.87
Heat Exchanger-872,Heat Exchanger,779.53,158.5,59.53
Pump-873,Pump,76.86,87.03,141.97
Pump-874,Pump,361.33,129.32,415.22
Compressor-875,Compressor,324.63,155.09,34.69
Heat Exchanger-876,Heat Exchanger,141.21,179.64,180.46
Storage Tank-877,Storage Tank,632.69,91.45,463.15
Distillation Column-878,Distillation Column,797.25,49.15,473.17
Heat Exchanger-879,Heat Exchanger,516.8,179.04,55.63
Reactor-880,Reactor,767.88,132.16,432.76
Pump-881,Pump,990.11,162.34,439.09
Valve-882,Valve,211.92,102.65,36.75
Compressor-883,Compressor,205.66,76.1,340.29
Compressor-884,Compressor,414.06,119.87,285.84
Storage Tank-885,Storage Tank,977.56,119.33,331.3
Compressor-886,Compressor,400.84,173.15,131.58
Distillation Column-887,Distillation Column,230.31,184.32,186.62
Compressor-888,Compressor,712.37,62.31,305.25
Distillation Column-889,Distillation Column,490.36,180.72,427.23
Valve-890,Valve,675.91,185.21,101.42
Storage Tank-891,Storage Tank,266.75,91.14,431.82
Valve-892,Valve,270.53,141.14,440.3
Heat Exchanger-893,Heat Exchanger,829.31,28.18,246.89
Reactor-894,Reactor,821.46,28.25,489.34
Distillation Column-895,Distillation Column,362.03,53.75,316.37
Heat Exchanger-896,Heat Exchanger,409.24,18.69,371.12
Valve-897,Valve,753.89,113.6,444.32
Storage Tank-898,Storage Tank,925.53,171.24,37.53
Storage Tank-899,Storage Tank,433.96,5.82,72.97
Distillation Column-900,Distillation Column,852.52,184.05,170.92
Heat Exchanger-901,Heat Exchanger,608.68,34.32,263.67
Heat Exchanger-902,Heat Exchanger,963.61,31.46,352.03
Compressor-903,Compressor,517.36,109.79,303.13
Heat Exchanger-904,Heat Exchanger,703.95,21.01,185.12
Valve-905,Valve,801.12,189.46,52.05
Heat Exchanger-906,Heat Exchanger,268.35,121.33,41.17
Storage Tank-907,Storage Tank,398.45,84.25,40.67
Pump-908,Pump,252.48,16.39,250.61
Storage Tank-909,Storage Tank,240.15,47.85,398.9
Pump-910,Pump,244.79,131.85,252.24
Distillation Column-911,Distillation Column,778.61,74.63,53.44
Compressor-912,Compressor,910.15,52.72,186.26
Pump-913,Pump,569.08,113.21,433.03
Distillation Column-914,Distillation Column,294.76,46.24,431.3
Reactor-915,Reactor,718.37,186.61,259.07
Compressor-916,Compressor,910.06,198.2,35.87
Pump-917,Pump,953.01,141.03,291.76
Valve-918,Valve,825.81,140.81,355.74
Reactor-919,Reactor,342.43,57.44,372.47
Storage Tank-920,Storage Tank,355.29,25.35,134.03
Compressor-921,Compressor,739.89,11.41,343.65
Pump-922,Pump,112.39,56.48,40.56
Compressor-923,Compressor,936.98,109.68,45.73
Valve-924,Valve,616.19,14.33,332.65
Reactor-925,Reactor,386.66,121.06,390.83
Valve-926,Valve,502.09,167.93,272.58
Reactor-927,Reactor,644.36,138.93,318.89
Pump-928,Pump,411.39,108.81,104.11
Compressor-929,Compressor,662.56,51.67,126.22
Distillation Column-930,Distillation Column,268.14,87.96,58.54
Pump-931,Pump,534.41,98.94,156.99
Heat Exchanger-932,Heat Exchanger,990.19,175.05,282.52
Valve-933,Valve,98.28,100.86,38.05
Valve-934,Valve,76.46,149.84,280.92
Reactor-935,Reactor,378.83,121.35,294.91
Compressor-936,Compressor,370.53,0.81,50.98
Heat Exchanger-937,Heat Exchanger,442.33,32.06,357.3
Storage Tank-938,Storage Tank,547.6,193.23,107.83
Heat Exchanger-939,Heat Exchanger,943.8,70.31,341.53
Valve-940,Valve,483.94,106.66,357.96
Distillation Column-941,Distillation Column,474.68,161.15,130.56
Compressor-942,Compressor,934.19,57.94,169.27
Heat Exchanger-943,Heat Exchanger,980.47,194.26,76.9
Heat Exchanger-944,Heat Exchanger,233.35,149.48,387.53
Pump-945,Pump,825.04,30.54,395.39
Compressor-946,Compressor,677.16,129.48,243.41
Valve-947,Valve,862.88,25.12,268.26
Compressor-948,Compressor,930.98,0.31,419.07
Distillation Column-949,Distillation Column,218.86,66.06,96.23
Pump-950,Pump,728.23,186.33,174.31
Distillation Column-951,Distillation Column,696.06,10.14,255.73
Reactor-952,Reactor,503.97,113.6,120.41
Pump-953,Pump,439.52,155.98,94.37
Storage Tank-954,Storage Tank,263.7,92.89,259.11
Pump-955,Pump,504.05,122.66,448.72
Valve-956,Valve,394.31,159.21,60.5
Heat Exchanger-957,Heat Exchanger,815.68,11.84,286.87
Pump-958,Pump,316.33,52.46,230.05
Heat Exchanger-959,Heat Exchanger,578.04,96.39,88.38
Reactor-960,Reactor,298.46,127.64,59.06
Compressor-961,Compressor,892.2,124.09,169.98
Compressor-962,Compressor,229.51,24.51,302.98
Storage Tank-963,Storage Tank,90.37,172.78,337.95
Storage Tank-964,Storage Tank,309.2,48.62,302.52
Heat Exchanger-965,Heat Exchanger,925.74,40.63,150.87
Distillation Column-966,Distillation Column,468.51,53.13,194.36
Distillation Column-967,Distillation Column,849.86,15.25,252.06
Compressor-968,Compressor,229.34,138.15,424.3
Storage Tank-969,Storage Tank,724.2,17.31,334.94
Pump-970,Pump,403.45,57.66,29.43
Valve-971,Valve,668.72,17.57,39.09
Distillation Column-972,Distillation Column,807.51,145.86,157.39
Distillation Column-973,Distillation Column,852.39,87.83,384.75
Valve-974,Valve,556.44,145.76,70.6
Valve-975,Valve,111.09,113.37,372.07
Storage Tank-976,Storage Tank,668.93,19.35,444.55
Storage Tank-977,Storage Tank,287.95,29.25,58.69
Distillation Column-978,Distillation Column,58.27,52.17,277.56
Valve-979,Valve,239.46,133.08,403.48
Storage Tank-980,Storage Tank,641.06,139.82,302.57
Valve-981,Valve,900.53,71.06,330.61
Compressor-982,Compressor,650.03,56.31,278.35
Reactor-983,Reactor,767.31,193.4,400.68
Storage Tank-984,Storage Tank,728.23,143.91,79.77
Valve-985,Valve,286.9,34.46,121.1
Reactor-986,Reactor,596.98,146.63,254.32
Valve-987,Valve,504.71,178.14,107.62
Reactor-988,Reactor,838.19,126.22,106.05
